MIN Richter Scale,4.08380107851152
MAX Richter Scale,4.897447912864492
Timestamp,Velocity,Richter Scale
2024-06-26T23:18:25.272658,0.5210837843829308,4.716907558558072
2024-06-26T23:18:25.534524,0.5177810772421348,4.714146174720929
2024-06-26T23:18:25.768485,0.514813595952002,4.711650007869025
2024-06-26T23:18:26.028710,0.5118657973609456,4.709156111160587
2024-06-26T23:18:26.300080,0.5092355779442466,4.706918738196652
2024-06-26T23:18:26.534637,0.5066795085842296,4.704733340665748
2024-06-26T23:18:26.768974,0.5044225667310022,4.702794507693901
2024-06-26T23:18:27.029865,0.5022615293962738,4.700929914749727
2024-06-26T23:18:27.303080,0.5003598253209348,4.699282432232692
2024-06-26T23:18:27.536028,0.4985856278824102,4.697739755472762
2024-06-26T23:18:27.770114,0.49704378989663683,4.696394652058707
2024-06-26T23:18:28.032362,0.495635838298789,4.695162701684412
2024-06-26T23:18:28.266235,0.49442001119472523,4.694096040105776
2024-06-26T23:18:28.526503,0.4933561354632188,4.693160533534082
2024-06-26T23:18:28.789278,0.4924556359225125,4.692367112108997
2024-06-26T23:18:29.022618,0.4917129400267363,4.691711637430411
2024-06-26T23:18:29.288220,0.4910999009041965,4.691169846498199
2024-06-26T23:18:29.522154,0.49065623546323917,4.690777322410398
2024-06-26T23:18:29.783789,0.49031391263933677,4.690474216511054
2024-06-26T23:18:30.019233,0.49014299141287737,4.690322797012784
2024-06-26T23:18:30.279257,0.49004620391669573,4.690237029334777
2024-06-26T23:18:30.550219,0.49013051564774535,4.690311742636805
2024-06-26T23:18:30.784916,0.4902673109729688,4.69043293722469
2024-06-26T23:18:31.019510,0.4905905155934776,4.690719147895576
2024-06-26T23:18:31.280707,0.4909428922905412,4.691030976836764
2024-06-26T23:18:31.516280,0.4914819731766049,4.691507593188496
2024-06-26T23:18:31.777519,0.49202578902998195,4.691987866466325
2024-06-26T23:18:32.038201,0.49264595233233,4.692534918898901
2024-06-26T23:18:32.272287,0.4930742503688374,4.6929123231259045
2024-06-26T23:18:32.533462,0.49349480520223377,4.6932825854071165
2024-06-26T23:18:32.767753,0.49378270959470527,4.6935358785098895
2024-06-26T23:18:33.028389,0.494094513612268,4.693810031543442
2024-06-26T23:18:33.289447,0.4943298256823913,4.694016814665726
2024-06-26T23:18:33.522958,0.49460902142960456,4.6942620334190615
2024-06-26T23:18:33.784305,0.4948402189956139,4.694464990427612
2024-06-26T23:18:34.018398,0.49514824083351217,4.69473524042395
2024-06-26T23:18:34.280926,0.4954403027143952,4.694991332355849
2024-06-26T23:18:34.552416,0.495823170148608,4.695326817777838
2024-06-26T23:18:34.785593,0.4961961591074961,4.695653398217376
2024-06-26T23:18:35.020876,0.4966865909388514,4.69608243549377
2024-06-26T23:18:35.281655,0.49718836921636805,4.696520960588608
2024-06-26T23:18:35.514473,0.49784576570643974,4.697094817704823
2024-06-26T23:18:35.777506,0.49844447503145184,4.697616786458073
2024-06-26T23:18:36.038961,0.4992277491564343,4.698298717240433
2024-06-26T23:18:36.272666,0.5000202805794749,4.698987619466288
2024-06-26T23:18:36.533605,0.5009702177874826,4.6998119082324905
2024-06-26T23:18:36.768284,0.4988739382855839,4.6979908165180575
2024-06-26T23:18:37.029644,0.49821157120018605,4.697413810013076
2024-06-26T23:18:37.301613,0.4975444298175921,4.69683186852507
2024-06-26T23:18:37.534954,0.49687252036934054,4.696244978669528
2024-06-26T23:18:37.770702,0.4961957069299448,4.695653002449893
2024-06-26T23:18:38.030701,0.495513547489748,4.695055532725655
2024-06-26T23:18:38.265229,0.49482583677494646,4.694452367747391
2024-06-26T23:18:38.526870,0.49413203455879967,4.693843010094914
2024-06-26T23:18:38.788671,0.49343218834084646,4.693227476655226
2024-06-26T23:18:39.121122,0.49272621355726776,4.692605667816691
2024-06-26T23:18:39.284114,0.4920143556983918,4.691977774534921
2024-06-26T23:18:39.518269,0.49129714616593045,4.691344241423671
2024-06-26T23:18:39.779882,0.49057530860401205,4.690705685723436
2024-06-26T23:18:40.050654,0.4898497840406216,4.690062920918157
2024-06-26T23:18:40.284909,0.48912114875791834,4.689416441374324
2024-06-26T23:18:40.519351,0.4883906214406613,4.688767315601108
2024-06-26T23:18:40.781928,0.4876585303173897,4.688115825470437
2024-06-26T23:18:41.052580,0.4869258821694913,4.687462859747465
2024-06-26T23:18:41.287983,0.4861934416157233,4.6868090962405295
2024-06-26T23:18:41.521238,0.48546191659419263,4.686155166145738
2024-06-26T23:18:41.782555,0.48473253443608344,4.685502169819473
2024-06-26T23:18:42.016587,0.4840067501248356,4.684851418507069
2024-06-26T23:18:42.277836,0.48328634972660905,4.684204528798864
2024-06-26T23:18:42.539016,0.48257284377228443,4.683562878841559
2024-06-26T23:18:42.773861,0.4818681723149484,4.682928241834566
2024-06-26T23:18:43.034393,0.48117341510774303,4.682301624505394
2024-06-26T23:18:43.267252,0.48048968265888653,4.681684066692556
2024-06-26T23:18:43.529015,0.4798184533042952,4.681076946454067
2024-06-26T23:18:43.801310,0.47916222485555876,4.680482572771408
2024-06-26T23:18:44.035295,0.4785229578386033,4.679902778525494
2024-06-26T23:18:44.267510,0.4779026509852302,4.679339439612788
2024-06-26T23:18:44.531737,0.47730380885554835,4.6787949000237905
2024-06-26T23:18:44.801542,0.4767263372868739,4.678269145680756
2024-06-26T23:18:45.035358,0.4761725552610617,4.677764360740938
2024-06-26T23:18:45.270513,0.4806400705120533,4.681819974701008
2024-06-26T23:18:45.531255,0.4956228245431836,4.69515129839996
2024-06-26T23:18:45.766953,0.5194925180507187,4.715579297046832
2024-06-26T23:18:46.027997,0.5258099996701948,4.720828841109049
2024-06-26T23:18:46.289724,0.48008243130085904,4.681315813178706
2024-06-26T23:18:46.524546,0.37284376632478033,4.571526886401107
2024-06-26T23:18:46.785171,0.46834196444287846,4.670563073241097
2024-06-26T23:18:47.019023,0.6510109139600874,4.813588269417517
2024-06-26T23:18:47.280739,0.7667720846223084,4.884666293414195
2024-06-26T23:18:47.552226,0.7896741341041151,4.897447912864492
2024-06-26T23:18:47.786632,0.743368477274075,4.871204140784207
2024-06-26T23:18:48.021672,0.6594471564164616,4.8191799998881075
2024-06-26T23:18:48.282864,0.562748672956697,4.750314479544146
2024-06-26T23:18:48.516833,0.4677789978145867,4.67004071910206
2024-06-26T23:18:48.779071,0.3817955225732562,4.581830830990257
2024-06-26T23:18:49.050147,0.3076339486384479,4.488034259909636
2024-06-26T23:18:49.284355,0.24564858819775243,4.390314272481882
2024-06-26T23:18:49.518090,0.19490334320370387,4.289819288694162
2024-06-26T23:18:49.780606,0.1539672198028556,4.187428267757864
2024-06-26T23:18:50.051705,0.12128332047979384,4.08380107851152
