Timestamp, Velocity, Richter Scale
2024-06-26T22:53:33.783308, 0.17863711124187634, 4.251971687101802
2024-06-26T22:53:34.016038, 0.262414974628307, 4.418988614289299
2024-06-26T22:53:34.286545, 0.29485057410916166, 4.469601977737696
2024-06-26T22:53:34.521036, 0.1318114268210271, 4.119953061170023
2024-06-26T22:53:34.793143, 0.2481352178641523, 4.394688408119888
2024-06-26T22:53:35.035254, 0.5709472237100318, 4.756595965494854
2024-06-26T22:53:35.267788, 0.7487156805449865, 4.874316928764274
2024-06-26T22:53:35.502014, 0.7837908794084342, 4.894200205498763
2024-06-26T22:53:35.764131, 0.725449719448838, 4.860607317087139
2024-06-26T22:53:36.035957, 0.6216593034483875, 4.793552437472219
2024-06-26T22:53:36.269738, 0.5073342694493009, 4.705294199061063
2024-06-26T22:53:36.504799, 0.39534453459710556, 4.596975739312286
2024-06-26T22:53:36.765478, 0.2981877890189069, 4.4744898548437035
2024-06-26T22:53:37.037117, 0.2189876204111522, 4.340419564433323
2024-06-26T22:53:37.271180, 0.19136633953775767, 4.281865549749064
2024-06-26T22:53:37.505414, 0.23655526603680457, 4.373932620468581
2024-06-26T22:53:37.767496, 0.2742551660115799, 4.438154816918369
2024-06-26T22:53:38.001148, 0.3049197661729936, 4.484185578060419
2024-06-26T22:53:38.261891, 0.32918527727016145, 4.517440403261647
2024-06-26T22:53:38.533733, 0.34888613049459705, 4.542683704990132
2024-06-26T22:53:38.767692, 0.3644059983642093, 4.561585517134759
2024-06-26T22:53:39.003334, 0.37642090965236336, 4.575673739873228
2024-06-26T22:53:39.268649, 0.38552058161351654, 4.586047568489641
2024-06-26T22:53:39.535255, 0.39258342549810266, 4.593931960147678
2024-06-26T22:53:39.767468, 0.39796589303886715, 4.599845853230134
2024-06-26T22:53:40.001473, 0.4019378755043843, 4.604158932660088
2024-06-26T22:53:40.264332, 0.4048345809942278, 4.607277602877
2024-06-26T22:53:40.497190, 0.4069814888640696, 4.6095746562350115
2024-06-26T22:53:40.758220, 0.40853156735296464, 4.611225620225882
2024-06-26T22:53:41.029658, 0.4096187939880143, 4.612379874574314
2024-06-26T22:53:41.263519, 0.4103593064383763, 4.61316428712932
2024-06-26T22:53:41.497324, 0.41088656165029236, 4.613721937571043
2024-06-26T22:53:41.759189, 0.4112347796034248, 4.614089837385827
2024-06-26T22:53:42.030954, 0.4114916220853652, 4.614360997460476
2024-06-26T22:53:42.265378, 0.41165534769173495, 4.614533761574155
2024-06-26T22:53:42.499940, 0.41181611691854136, 4.614703339250976
2024-06-26T22:53:42.760368, 0.4119267924401659, 4.614820040148954
2024-06-26T22:53:42.994929, 0.4120927069116784, 4.614994928584182
2024-06-26T22:53:43.256559, 0.4122404234188844, 4.615150575524217
2024-06-26T22:53:43.517806, 0.412473926268225, 4.615396500678121
2024-06-26T22:53:43.751622, 0.41268377895735725, 4.615617398735038
2024-06-26T22:53:44.014744, 0.413010286143691, 4.615960868023994
2024-06-26T22:53:44.248201, 0.4133238908030353, 4.616290508945042
2024-06-26T22:53:44.509985, 0.41365301986463554, 4.616636199232135
2024-06-26T22:53:44.780963, 0.413789561630687, 4.616779530835826
2024-06-26T22:53:45.015892, 0.41388135236332985, 4.616875859480861
2024-06-26T22:53:45.249202, 0.41385327286979645, 4.616846394073159
2024-06-26T22:53:45.511081, 0.41380021332024186, 4.6167907102151196
2024-06-26T22:53:45.745978, 0.41366540765917015, 4.616649204988155
2024-06-26T22:53:46.007167, 0.41354134251872793, 4.616518933308717
2024-06-26T22:53:46.268524, 0.4133829032547013, 4.616352511053528
2024-06-26T22:53:46.503014, 0.41325068534577264, 4.616213582489439
2024-06-26T22:53:46.764662, 0.4131056313331996, 4.616061115190251
2024-06-26T22:53:46.998476, 0.41301530219048194, 4.6159661425372125
2024-06-26T22:53:47.260407, 0.4129357161749311, 4.615882448064468
2024-06-26T22:53:47.531447, 0.4129249762317556, 4.6158711524595315
2024-06-26T22:53:47.765494, 0.4129291144188364, 4.61587550478238
2024-06-26T22:53:48.000536, 0.4130467390711853, 4.61599919783607
2024-06-26T22:53:48.261293, 0.4131486156166801, 4.61610630185576
2024-06-26T22:53:48.495863, 0.41337196026847717, 4.6163410143481745
2024-06-26T22:53:48.757407, 0.4136156897369024, 4.6165970045465246
2024-06-26T22:53:49.019120, 0.41397925049904155, 4.616978573923799
2024-06-26T22:53:49.253354, 0.4119535716264751, 4.614848272531605
2024-06-26T22:53:49.514403, 0.4115430525836622, 4.614415274594425
2024-06-26T22:53:49.748027, 0.4111314755502814, 4.613980726925146
2024-06-26T22:53:50.008488, 0.4107188680687681, 4.613544654423966
2024-06-26T22:53:50.280031, 0.4103050005370362, 4.613106809904782
2024-06-26T22:53:50.515323, 0.40988991045300766, 4.612667228176191
2024-06-26T22:53:50.748522, 0.40947331878629106, 4.61222560846177
2024-06-26T22:53:51.009380, 0.4090550959263891, 4.611781807384612
2024-06-26T22:53:51.280852, 0.40863489882766907, 4.61133545412477
2024-06-26T22:53:51.515190, 0.40821222612292646, 4.610886007871985
2024-06-26T22:53:51.748244, 0.4077868629102956, 4.6104332306194955
2024-06-26T22:53:52.011416, 0.40735834162745155, 4.609976613946477
2024-06-26T22:53:52.282360, 0.40692654222313346, 4.609516018103718
2024-06-26T22:53:52.516589, 0.406491512171011, 4.609051481650189
2024-06-26T22:53:52.750295, 0.4060534902314827, 4.608583247819068
2024-06-26T22:53:53.011726, 0.4056123667364841, 4.608111187754121
2024-06-26T22:53:53.393553, 0.40516820443636475, 4.6076353567779815
